Brand,Model,Spec,Year,dB at idle,dB at 55 mph,dB at 65 mph,dB at 70 mph,dB at 75 mph,dB at 85 mph
Volkswagen,Touareg,3.0 V6 TDI,2014,41.1,59.6,63.2,63.7,65.8,67.3
Volkswagen,Touareg,3.0 V6,2015,41.1,60.1,63.2,63.7,66.8,68.3
Volkswagen,Touareg,3.0d,2018,52.2,62.0,64.1,64.5,66.4,67.8
Volkswagen,Touran,1.6d,2018,44.1,60.1,66.3,67.0,68.5,70.8
Volkswagen,T-Roc,1.0,2018,36.4,56.3,64.9,65.8,67.0,68.8
Volkswagen,T-Roc,2.0d,2018,45.1,60.2,65.8,66.4,68.0,69.8
Volkswagen,Up,1.0,2012,45.6,61.9,66.8,67.2,70.4,73.2
Volkswagen,Up,1.0,2013,41.7,62.8,67.2,67.7,69.5,73.7
Volkswagen,Up,1.0,2014,46.8,67.6,70.3,70.8,72.2,75.2
Volkswagen,Up,1.0,2016,44.0,64.1,67.6,68.0,69.3,72.7
Volkswagen,Up,1.0,2018,39.4,59.7,68.4,69.3,70.5,71.8
Volkswagen,Up,Hybrid,2018,28.2,54.8,67.6,68.7,69.7,71.8
Volkswagen,XL1, ,2014,47.0,69.0,71.6,72.1,72.5,76.0
Volvo,C30,2.5,2008,44.7,64.0,67.3,67.5,68.7,69.2
Volvo,C30,2.4i,2008,44.6,63.5,66.5,66.7,68.7,70.9
Volvo,C30,T5,2008,45.1,66.2,68.4,68.8,70.2,72.1
Volvo,C70,T5,2010,44.4,64.5,68.1,68.6,70.3,72.3
Volvo,D6,2.4,2015,43.6,56.9,62.5,63.2,65.9,68.7
Volvo,S40,2.0,2008,43.2,61.4,65.2,65.3,66.4,67.7
Volvo,S40,2.0,2009,45.7,65.0,65.4,65.7,70.5,75.9
Volvo,S60,2.0T,2010,45.2,64.4,64.6,64.9,69.8,75.3
Volvo,S60,D5 2.4,2011,43.2,61.5,64.2,64.4,66.6,69.0
Volvo,S60,T6,2011,38.1,68.0,73.3,73.5,78.4,80.1
Volvo,S60,T5 2.0,2012,43.2,61.4,63.7,63.9,66.5,69.3
Volvo,S60,D4,2014,44.2,59.6,62.6,63.0,65.2,68.6
Volvo,S80,2.0,2008,44.3,63.0,66.9,67.0,68.1,69.4
Volvo,S80, ,2008,40.1,61.1,64.3,64.7,66.2,70.0
Volvo,S80,T6,2008,42.8,60.9,64.5,64.6,65.8,67.2
Volvo,S80,D5 2.4,2012,42.8,61.0,64.0,64.1,66.0,68.0
Volvo,S80,D4,2014,43.5,56.4,60.9,61.5,64.4,67.1
Volvo,S90,D4,2016,46.0,61.1,63.5,63.9,64.4,67.6
Volvo,S90,D4,2017,45.0,60.6,64.6,65.1,66.4,69.6
Volvo,V40,D2,2012,43.4,58.4,61.5,62.0,64.8,68.8
Volvo,V40,T3,2012,42.5,60.6,64.1,64.7,66.3,68.0
Volvo,V40,T3 1.6,2012,43.0,61.1,65.4,65.5,66.1,66.8
Volvo,V40,D2 1.6,2013,49.7,61.9,65.5,66.0,67.5,71.0
Volvo,V40,T4 Cross Country,2014,39.7,62.3,65.8,66.3,68.5,70.8
Volvo,V40,D2,2018,45.3,62.9,69.8,70.5,72.0,72.8
Volvo,V40,D4,2018,47.1,62.0,67.2,67.9,69.5,70.8
Volvo,V50,2.0I,2008,43.5,65.5,67.8,68.2,69.0,71.4
Volvo,V50,1.6D,2010,44.2,62.9,66.5,66.6,68.1,69.6
Volvo,V60,D3 2.0,2011,44.5,63.3,65.6,65.8,68.5,71.5
Volvo,V60,D3,2012,48.2,60.8,62.7,63.2,67.6,71.3
Volvo,V60,T6 3.0,2012,43.9,62.4,66.1,66.2,67.6,69.0
Volvo,V60,D2,2015,46.7,62.4,65.4,66.0,69.0,71.8
Volvo,V70,3.2,2008,43.9,62.5,64.9,65.1,67.7,70.5
Volvo,V70,2.4D,2008,43.7,62.3,64.9,65.1,67.4,69.9
Volvo,V70,1.6D Drive,2010,46.0,62.0,64.6,64.9,66.6,70.4
Volvo,V90,T5 Stationcar,2016,46.2,60.8,64.2,64.8,67.3,69.4
Volvo,V90,D5 stationcar,2017,40.0,62.1,66.6,67.0,66.4,69.6
Volvo,V90,T5 stationcar,2017,44.6,57.3,61.5,62.1,64.3,67.2
Volvo,XC40,D4,2018,44.1,59.9,65.8,66.5,68.0,69.8
Volvo,XC60,D5 Geartronic,2008,45.4,60.5,63.8,64.4,67.1,69.2
Volvo,XC60,T6,2009,45.4,64.6,67.4,67.6,69.9,72.4
Volvo,XC60,2.4D,2010,42.7,60.8,63.0,63.2,65.8,68.6
Volvo,XC60,T6,2010,43.3,62.9,66.4,66.6,69.6,70.6
Volvo,XC60,D5 2.4,2011,43.6,62.0,65.9,65.9,67.0,68.2
Volvo,XC60,D4,2015,48.8,58.7,61.8,62.3,64.8,67.7
Volvo,XC60,2.4D,2016,44.0,60.1,63.6,64.1,66.4,69.6
Volvo,XC60,D5,2016,46.8,60.1,63.1,63.7,67.2,69.7
Volvo,XC60,2.0d,2017,41.3,56.1,60.9,61.5,63.8,67.0
Volvo,XC60,D4,2018,43.3,58.3,63.8,64.4,66.0,67.8
Volvo,XC70,D5,2008,43.2,61.5,65.6,65.6,66.5,67.5
Volvo,XC90,D5,2015,44.1,61.5,64.5,65.1,68.0,69.9
Volvo,XC90,D4,2016,43.0,60.6,64.6,65.1,66.4,69.6
Volvo,XC90,T8 Twin Engine,2016,37.2,56.6,61.3,62.0,64.4,67.7
Volvo,XC90,2.0d,2017,47.9,65.5,66.3,66.5,67.2,70.6
Volvo,XC90,T6,2017,40.0,60.1,64.6,65.1,65.4,68.6
Volvo,XC90,D4,2018,44.1,59.2,64.8,65.4,67.0,68.8
Volvo,XC90,D5,2018,47.3,61.0,65.7,66.3,67.9,69.8
