Vehicle ID,Fuel ID,Fuel Configuration ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Engine Type,Engine Size,Engine Description,Electric-Only Range,PHEV Type,Drivetrain
12362,41,1.0,351,27,Ioniq Electric,2020,145.0,121.0,,,,Automatic,e-motor,88 kW electric motor,"100 kW electric motor;
120 Ah battery",170.0,,
12397,57,9.0,351,27,Ioniq Plug-in Hybrid,2020,,,53.0,52.0,52.0,Automatic,SI,1.6L,"1.6L I4;
32 kW electric motor",29.0,Blended,
12352,41,1.0,351,29,Kona Electric,2020,132.0,108.0,,,,Automatic,e-motor,150 kW electric motor,"150 kW electric motor;
180 Ah battery",258.0,,
12375,9,1.0,351,29,Nexo,2020,59.0,54.0,,,,Automatic,FC,120 kW electric motor,"120 kW electric motor;
240 V Lithium Ion battery",,,
12376,9,1.0,351,29,Nexo Blue,2020,65.0,58.0,,,,Automatic,FC,120 kW electric motor,"120 kW electric motor;
240 V Lithium Ion battery",,,
12425,45,9.0,351,27,Sonata Hybrid,2020,,,45.0,51.0,47.0,Automatic,SI,2.0L,2.0L I4,,,
12426,45,9.0,351,27,Sonata Hybrid Blue,2020,,,51.0,54.0,52.0,Automatic,SI,2.0L,2.0L I4,,,
12267,41,1.0,385,29,I-PACE,2020,80.0,72.0,,,,Automatic,e-motor,201 kW electric motor,"201 kW electric motor;
223 Ah battery",234.0,,
12424,45,9.0,275,29,Wrangler 4x4,2020,,,21.0,22.0,21.0,Automatic,SI,2.0L,2.0L I4,,,
12283,45,9.0,275,29,Wrangler Unlimited 4x4,2020,,,19.0,22.0,20.0,Automatic,SI,3.6L,3.6L V6,,,
12312,45,9.0,275,29,Wrangler Unlimited 4x4,2020,,,21.0,22.0,21.0,Automatic,SI,2.0L,2.0L I4,,,
12398,57,9.0,424,27,"Revero GT (21"" wheels)",2020,70.0,,27.0,25.0,26.0,Automatic,SI,1.5L,"1.5L I3;
175 kW electric motors (x2)",61.0,Non-Blended,
12392,45,9.0,361,27,Niro,2020,,,51.0,46.0,49.0,Automatic,SI,1.6L,1.6L I4,,,
12440,41,1.0,361,27,Niro Electric,2020,123.0,102.0,,,,Automatic,e-motor,150 kW electric motor,"150 kW electric motor;
180 Ah battery",239.0,,
12393,45,9.0,361,27,Niro FE,2020,,,52.0,49.0,50.0,Automatic,SI,1.6L,1.6L I4,,,
12410,57,9.0,361,27,Niro Plug-in Hybrid,2020,,,48.0,44.0,46.0,Automatic,SI,1.6L,"1.6L I4;
32 kW electric motor",26.0,Blended,
12394,45,9.0,361,27,Niro Touring,2020,,,46.0,40.0,43.0,Automatic,SI,1.6L,1.6L I4,,,
12284,45,9.0,361,27,Optima Hybrid,2020,,,41.0,45.0,42.0,Automatic,SI,2.0L,2.0L I4,,,
12338,57,9.0,361,27,Optima Plug-In Hybrid,2020,,,39.0,40.0,41.0,Automatic,SI,2.0L,"2.0L I4;
50 kW electric motor",28.0,Blended,
12452,45,9.0,387,29,Defender 110 MHEV,2020,,,17.0,22.0,19.0,Automatic,CI,3.0L,3.0L V6,,,
12453,45,9.0,387,29,Defender 90 MHEV,2020,,,17.0,22.0,19.0,Automatic,CI,3.0L,3.0L V6,,,
12261,35,1.0,387,29,Range Rover,2020,,,22.0,28.0,24.0,Automatic,CI,3.0L,3.0L V6,,,
12300,35,1.0,387,29,Range Rover Discovery,2020,,,21.0,26.0,23.0,Automatic,CI,3.0L,3.0L V6,,,
12481,45,1.0,387,29,Range Rover MHEV,2020,,,19.0,24.0,21.0,Automatic,CI,3.0L,3.0L V6,,,
12260,35,1.0,387,29,Range Rover Sport,2020,,,22.0,28.0,24.0,Automatic,CI,3.0L,3.0L V6,,,
12685,45,1.0,387,29,Range Rover Sport MHEV,2020,,,19.0,24.0,21.0,Automatic,CI,3.0L,3.0L V6,,,
12314,45,9.0,243,27,ES 300h,2020,,,43.0,44.0,44.0,Automatic,SI,2.5L,2.5L I4,,,
12285,45,9.0,243,27,LC 500h,2020,,,27.0,35.0,30.0,Automatic,SI,3.5L,3.5L V6,,,
12355,45,9.0,243,27,LS 500h,2020,,,25.0,33.0,28.0,Automatic,SI,3.5L,3.5L V6,,,
12356,45,9.0,243,27,LS 500h AWD,2020,,,23.0,31.0,26.0,Automatic,SI,3.5L,3.5L V6,,,
12286,45,9.0,243,29,NX 300h AWD,2020,,,33.0,30.0,31.0,Automatic,SI,2.5L,2.5L I4,,,
12315,45,9.0,243,29,RX 450h AWD,2020,,,31.0,28.0,30.0,Automatic,SI,3.5L,3.5L V6,,,
12316,45,9.0,243,29,RX 450hL AWD,2020,,,29.0,28.0,29.0,Automatic,SI,3.5L,3.5L V6,,,
12395,45,1.0,243,27,UX 250h,2020,,,43.0,41.0,42.0,Automatic,SI,2.0L,2.0L I4,,,
12396,45,1.0,243,27,UX 250h AWD,2020,,,41.0,38.0,39.0,Automatic,SI,2.0L,2.0L I4,,,
12317,45,9.0,227,27,MKZ Hybrid FWD,2020,,,42.0,39.0,41.0,Automatic,SI,2.0L,2.0L I4,,,
12319,45,9.0,239,27,AMG CLS53 4MATIC+,2020,,,21.0,27.0,23.0,Automatic,SI,3.0L,3.0L V6,,,
12320,45,9.0,239,27,AMG E53 4MATIC+,2020,,,21.0,28.0,24.0,Automatic,SI,3.0L,3.0L V6,,,
12322,45,9.0,239,27,AMG E53 4MATIC+ (Convertible),2020,,,20.0,26.0,23.0,Automatic,SI,3.0L,3.0L V6,,,
12321,45,9.0,239,27,AMG E53 4MATIC+ (Coupe),2020,,,21.0,28.0,23.0,Automatic,SI,3.0L,3.0L V6,,,
12318,45,9.0,239,27,AMG GT 53 4MATIC+,2020,,,19.0,24.0,21.0,Automatic,SI,3.0L,3.0L V6,,,
12323,45,9.0,239,27,CLS 450,2020,,,24.0,31.0,26.0,Automatic,SI,3.0L,3.0L V6,,,
12324,45,9.0,239,27,CLS 450 4MATIC,2020,,,23.0,30.0,26.0,Automatic,SI,3.0L,3.0L V6,,,
12478,57,1.0,239,29,GLC 350e 4MATIC,2020,,,23.0,28.0,25.0,Automatic,SI,2.0L ,"2.0L I4;
90 kW electric motor",22.0,Blended,
12287,45,9.0,239,29,GLE 450 4MATIC,2020,,,19.0,24.0,21.0,Automatic,SI,3.0L,3.0L V6,,,
12406,45,9.0,239,29,GLE 580 4MATIC,2020,,,17.0,21.0,19.0,Automatic,SI,4.0L,4.0L V8,,,
12325,45,9.0,239,29,GLS 450 4MATIC,2020,,,19.0,23.0,21.0,Automatic,SI,3.0L,3.0L V6,,,
12407,45,9.0,239,29,GLS 580 4MATIC,2020,,,16.0,21.0,18.0,Automatic,SI,4.0L,4.0L V8,,,
12443,57,9.0,239,29,S 560e,2020,64.0,,21.0,26.0,23.0,Automatic,SI,3.0L,"3.0L V6;
90 kW electric motor",19.0,Blended,
12411,57,9.0,425,27,Cooper SE Countryman ALL4,2020,,,29.0,30.0,29.0,Automatic,SI,1.5L,"1.5L I3;
65 kW electric motor",18.0,Blended,
12339,57,9.0,263,29,Outlander PHEV,2020,,,25.0,26.0,25.0,Automatic,SI,2.0L,"2.0L I4;
60 kW electric motor",22.0,Blended,
12444,41,9.0,217,27,Leaf (40 kWh battery pack),2020,123.0,99.0,,,,Automatic,e-motor,110 kW electric motor,"110 kW electric motor;
115 Ah battery",149.0,,
12445,41,1.0,217,27,Leaf (62 kWh battery pack),2020,118.0,97.0,,,,Automatic,e-motor,160 kW electric motor,"160 kW electric motor;
176 Ah battery",226.0,,
12446,41,1.0,217,27,Leaf SV/SL (62 kWh battery pack),2020,114.0,94.0,,,,Automatic,e-motor,160 kW electric motor,"160 kW electric motor;
176 Ah battery",215.0,,
12456,57,9.0,462,27,Polestar I,2020,,,22.0,31.0,26.0,Automatic,SI,2.0L,"2.0L I4; 
52, 85, 86kW 3-phase Sync. electric motor",52.0,Blended,
12449,57,9.0,391,29,Cayenne e-Hybrid,2020,41.0,,20.0,22.0,21.0,Automatic,SI,3.0L ,"3.0L V6;
99 kW electric motor",14.0,Blended,
12450,57,9.0,391,29,Cayenne e-Hybrid Coupe,2020,41.0,,20.0,22.0,21.0,Automatic,SI,3.0L ,"3.0L V6;
99 kW electric motor",14.0,Blended,
12482,57,9.0,391,29,Cayenne Turbo S e-Hybrid,2020,39.0,,16.0,20.0,18.0,Automatic,SI,4.0L,"4.0L V8;
99 kW electric motor",12.0,Blended,
12483,57,9.0,391,29,Cayenne Turbo S e-Hybrid Coupe,2020,39.0,,16.0,20.0,18.0,Automatic,SI,4.0L,"4.0L V8;
99 kW electric motor",12.0,Blended,
12412,57,9.0,391,27,Panamera 4 e-Hybrid,2020,,,21.0,24.0,23.0,Automatic,SI,2.9L,"2.9L V6;
70 kW electric motor",14.0,Blended,
12414,57,9.0,391,27,Panamera 4 e-Hybrid Executive,2020,,,21.0,24.0,23.0,Automatic,SI,2.9L,"2.9L V6;
70 kW electric motor",14.0,Blended,
12413,57,9.0,391,27,Panamera 4 e-Hybrid ST,2020,,,21.0,24.0,23.0,Automatic,SI,2.9L,"2.9L V6;
70 kW electric motor",14.0,Blended,
12340,57,9.0,391,27,Panamera Turbo S e-Hybrid,2020,,,19.0,22.0,20.0,Automatic,SI,4.0L,"4.0L V8;
70 kW electric motor",14.0,Blended,
12341,57,9.0,391,27,Panamera Turbo S e-Hybrid Executive,2020,,,19.0,22.0,20.0,Automatic,SI,4.0L,"4.0L V8;
70 kW electric motor",14.0,Blended,
12342,57,9.0,391,27,Panamera Turbo S e-Hybrid ST,2020,,,19.0,22.0,20.0,Automatic,SI,4.0L,"4.0L V8;
70 kW electric motor",14.0,Blended,
12451,41,1.0,391,27,Taycan 4S Perf Battery Plus,2020,68.0,69.0,,,,Automatic,e-motor,120 kW electric motor,"120 kW electric motor
129 Ah battery",203.0,,
12417,41,1.0,391,27,Taycan Turbo,2020,68.0,69.0,,,,Automatic,e-motor,170 kW electric motor,"170 kW electric motor
129 Ah battery",201.0,,
12416,41,1.0,391,27,Taycan Turbo S,2020,67.0,68.0,,,,Automatic,e-motor,170 kW electric motor,"170 kW electric motor
129 Ah battery",192.0,,
12289,45,9.0,349,25,1500 2WD,2020,,,20.0,25.0,22.0,Automatic,SI,3.6L,3.6L V6,,,
12290,45,9.0,349,25,1500 2WD,2020,,,17.0,23.0,19.0,Automatic,SI,5.7L,5.7L V8,,,
12292,45,9.0,349,25,1500 4WD,2020,,,17.0,22.0,19.0,Automatic,SI,5.7L,5.7L V8,,,
12291,45,9.0,349,25,1500 4WD,2020,,,19.0,24.0,21.0,Automatic,SI,3.6L,3.6L V6,,,
12288,45,9.0,349,25,1500 HFE 2WD,2020,,,20.0,26.0,23.0,Automatic,SI,3.6L,3.6L V6,,,
12399,57,1.0,383,29,Crosstrek Hybrid AWD,2020,,,36.0,35.0,35.0,Automatic,,2.0L,"2.0L I4;
88 kW electric motor",17.0,Blended,
12372,41,1.0,237,27,Model 3 Long Range,2020,136.0,123.0,,,,Automatic,e-motor,211 kW electric motor,"211 kW electric motor;
230 Ah battery",330.0,,
12373,41,1.0,237,27,Model 3 Long Range AWD,2020,124.0,116.0,,,,Automatic,e-motor,147 kW and 188 kW electric motor,"147 kW and 188 kW electric motors;
230 Ah battery",322.0,,
12374,41,1.0,237,27,"Model 3 Long Range Performance AWD (18"" Wheels)",2020,124.0,116.0,,,,Automatic,e-motor,147 kW and 188 kW electric motor,"147 kW and 188 kW electric motors;
230 Ah battery",322.0,,
12371,41,1.0,237,27,Model 3 Mid Range,2020,128.0,117.0,,,,Automatic,e-motor,211 kW electric motor,"211 kW electric motor;
230 Ah battery",264.0,,
12369,41,1.0,237,27,Model 3 Standard Range,2020,138.0,124.0,,,,Automatic,e-motor,211 kW electric motor,"211 kW electric motor;
230 Ah battery",220.0,,
12370,41,1.0,237,27,Model 3 Standard Range Plus,2020,148.0,141.0,,,,Automatic,e-motor,211 kW electric motor,"211 kW electric motor;
230 Ah battery",250.0,,
12368,41,1.0,237,27,Model S Long Range,2020,115.0,107.0,,,,Automatic,e-motor,193 kW and 205 kW electric motor,"193 kW and 205 kW electric motor;
245 Ah battery",373.0,,
12465,41,1.0,237,27,Model S Long Range Plus,2020,121.0,112.0,,,,Automatic,e-motor,193 kW and 375 kW electric motor,"193 kW and 375 kW electric motor;
245 Ah battery",402.0,,
12366,41,1.0,237,27,"Model S Performance (19"" Wheels)",2020,104.0,104.0,,,,Automatic,e-motor,193 kW and 205 kW electric motor,"193 kW and 205 kW electric motor;
245 Ah battery",348.0,,
12367,41,1.0,237,27,Model S Standard Range,2020,113.0,105.0,,,,Automatic,e-motor,193 kW and 205 kW electric motor,"193 kW and 205 kW electric motor;
245 Ah battery",287.0,,
12364,41,1.0,237,29,Model X Long Range,2020,99.0,93.0,,,,Automatic,e-motor,193 and 205 kW electric motor,"193 and 205 kW electric motors;
250 Ah battery",328.0,,
12365,41,1.0,237,29,"Model X Performance (20"" Wheels)",2020,90.0,89.0,,,,Automatic,e-motor,205 and 375 kW electric motors,"205 and 375 kW electric motors;
250 Ah battery",305.0,,
12363,41,1.0,237,29,Model X Standard Range,2020,105.0,98.0,,,,Automatic,e-motor,193 and 205 kW electric motor,"193 and 205 kW electric motors;
250 Ah battery",258.0,,
12498,41,1.0,237,29,Model Y Long Range AWD,2020,127.0,114.0,,,,Automatic,e-motor,158 and 203 kW electric motors,"158 and 203 kW electric motors;
230 Ah battery",316.0,,
12454,41,1.0,237,29,Model Y Performance AWD,2020,129.0,112.0,,,,Automatic,e-motor,147 and 211 kW electric motors,"147 and 211 kW electric motors;
230 Ah battery",315.0,,
12497,41,1.0,237,29,"Model Y Performance AWD (21"" wheels)",2020,116.0,106.0,,,,Automatic,e-motor,158 and 219 kW electric motors,"158 and 219 kW electric motors;
230 Ah battery",291.0,,
12326,45,9.0,221,27,Avalon Hybrid,2020,,,43.0,43.0,43.0,Automatic,SI,2.5L,2.5L I4,,,
12327,45,9.0,221,27,Avalon Hybrid XLE,2020,,,43.0,44.0,44.0,Automatic,SI,2.5L,2.5L I4,,,
12328,45,9.0,221,27,Camry Hybrid LE,2020,,,51.0,53.0,52.0,Automatic,SI,2.5L,2.5L I4,,,
12329,45,9.0,221,27,Camry Hybrid XLE/SE,2020,,,44.0,47.0,46.0,Automatic,SI,2.5L,2.5L I4,,,
12293,45,9.0,221,27,Corolla Hybrid,2020,,,53.0,52.0,52.0,Automatic,SI,1.8L,1.8L I4,,,
12428,45,9.0,221,29,Highlander Hybrid,2020,,,36.0,35.0,36.0,Automatic,SI,2.5L,2.5L I4,,,
12427,45,9.0,221,29,Highlander Hybrid AWD,2020,,,35.0,35.0,35.0,Automatic,SI,3.5L,3.5L V6,,,
12429,45,9.0,221,29,Highlander Hybrid AWD LTD/PLAT,2020,,,35.0,34.0,35.0,Automatic,SI,3.5L,3.5L V6,,,
12435,9,1.0,221,27,Mirai,2020,67.0,67.0,,,,Automatic,SI,113 kW electric motor,"113 kW electric motor;
245 V Nickel-Metal Hydride battery",,,
12330,45,9.0,221,27,Prius,2020,,,54.0,50.0,52.0,Automatic,SI,1.8L,1.8L I4,,,
12331,45,9.0,221,27,Prius AWD,2020,,,52.0,48.0,50.0,Automatic,SI,1.8L,1.8L I4,,,
12332,45,9.0,221,27,Prius Eco,2020,,,58.0,53.0,56.0,Automatic,SI,1.8L,1.8L I4,,,
12343,57,1.0,221,27,Prius Prime,2020,,,55.0,53.0,54.0,Automatic,,1.8L,"1.8L I4;
23 & 53 kW electric motor",25.0,Blended,
12361,45,9.0,221,29,RAV4 Hybrid AWD,2020,,,41.0,38.0,40.0,Automatic,SI,2.5L,2.5L I4,,,
12353,41,1.0,347,27,e-Golf,2020,122.0,104.0,,,,Automatic,e-motor,100 kW electric motor,"100 kW electric motor;
111 Ah battery",123.0,,
12344,57,9.0,395,27,S60 AWD,2020,,,28.0,33.0,30.0,Automatic,SI,2.0L,"2.0L I4;
34 & 65 kW electric motors",22.0,Blended,
12345,57,9.0,395,27,S90 AWD,2020,,,28.0,31.0,30.0,Automatic,SI,2.0L,"2.0L I4;
34 & 65 kW electric motors",21.0,Blended,
12346,57,9.0,395,29,V60 AWD,2020,,,28.0,33.0,30.0,Automatic,SI,2.0L,"2.0L I4;
34 & 65 kW electric motors",22.0,Blended,
12347,57,9.0,395,29,XC60 AWD,2020,,,26.0,28.0,27.0,Automatic,SI,2.0L,"2.0L I4;
34 & 65 kW electric motors",19.0,Blended,
12348,57,9.0,395,29,XC90 AWD,2020,,,26.0,28.0,27.0,Automatic,SI,2.0L,"2.0L I4;
34 & 65 kW electric motors",18.0,Blended,
12127,45,9.0,365,29,MDX AWD,2019,,,26.0,27.0,27.0,Automatic,SI,3.0L,3.0L V6,,,
12128,45,9.0,365,27,NSX Hybrid,2019,,,21.0,22.0,21.0,Automatic,SI,3.5L,3.5L V6,,,
12066,45,9.0,365,27,RLX Hybrid,2019,,,28.0,29.0,28.0,Automatic,SI,3.5L,3.5L V6,,,
12259,45,9.0,377,27,A6 quattro,2019,,,24.0,32.0,27.0,Automatic,SI,2.0L,2.0L I4,,,
12129,45,9.0,377,27,A6 quattro,2019,,,22.0,29.0,25.0,Automatic,SI,3.0L,3.0L V6,,,
12130,45,9.0,377,27,A7 quattro,2019,,,22.0,29.0,25.0,Automatic,SI,3.0L,3.0L V6,,,
12349,45,9.0,377,27,A8L,2019,,,15.0,23.0,18.0,Automatic,SI,4.0L,4.0L V8,,,
12131,45,9.0,377,27,A8L,2019,,,19.0,27.0,22.0,Automatic,SI,3.0L,3.0L V6,,,
12132,45,9.0,377,27,Q8,2019,,,17.0,22.0,19.0,Automatic,SI,3.0L,3.0L V6,,,
12162,57,9.0,211,27,530e,2019,,,27.0,30.0,29.0,Automatic,SI,2.0L,"2.0L I4;
83 kW electric motor",16.0,Blended,
12163,57,9.0,211,27,530e xDrive,2019,,,27.0,31.0,28.0,Automatic,SI,2.0L,"2.0L I4;
83 kW electric motor",15.0,Blended,
12164,57,9.0,211,27,740e xDrive,2019,,,25.0,29.0,27.0,Automatic,SI,2.0L,"2.0L I4;
83 kW electric motor",14.0,Blended,
12100,41,1.0,211,27,i3,2019,124.0,102.0,,,,Automatic,e-motor,135 kW electric motor,"125 kW electric motor;
120 Ah battery",153.0,,
12101,41,1.0,211,27,i3s,2019,124.0,102.0,,,,Automatic,e-motor,135 kW electric motor,"135 kW electric motor;
120 Ah battery",153.0,,
12201,57,9.0,211,27,i3s with Range Extender,2019,,,30.0,31.0,31.0,Automatic,SI,135 kW,"0.6L I2;
135 kW electric motor",126.0,Non-Blended,
12200,57,9.0,211,27,i3 with Range Extender,2019,,,30.0,31.0,31.0,Automatic,SI,125 kW,"0.6L I2;
125 kW electric motor",126.0,Non-Blended,
12052,57,9.0,211,27,i8 Coupe,2019,,,26.0,29.0,26.0,Automatic,SI,1.5L,"1.5L I3; 
96 kW electric motor",18.0,Blended,
12053,57,9.0,211,27,i8 Roadster,2019,,,26.0,29.0,26.0,Automatic,SI,1.5L,"1.5L I3; 
96 kW electric motor",18.0,Blended,
12048,45,9.0,235,27,LaCrosse Hybrid,2019,,,25.0,35.0,29.0,Automatic,SI,2.5L,2.5L I4,,,
12217,41,1.0,410,27,e6,2019,73.0,71.0,,,,Automatic,e-motor,75 kW electric motor,"75 kW electric motor; 
270 Ah battery",187.0,,
12209,41,1.0,215,27,Bolt EV,2019,128.0,110.0,,,,,e-motor,150 kW electric motor,"150 kW electric motor;
171 Ah battery",238.0,,
12253,35,1.0,215,25,Colorado 2WD,2019,,,22.0,30.0,23.0,Automatic,CI,2.8L,2.8L I4,,,
12091,35,1.0,215,25,Colorado 4WD,2019,,,19.0,28.0,22.0,Automatic,CI,2.8L,2.8L I4,,,
12092,35,1.0,215,25,Colorado ZR2 4WD,2019,,,18.0,22.0,19.0,Automatic,CI,2.8L,2.8L I4,,,
12035,35,1.0,215,27,Cruze,2019,,,31.0,48.0,37.0,Automatic,CI,1.6L,1.6L I4,,,
12036,35,1.0,215,27,Cruze Hatchback,2019,,,30.0,45.0,35.0,Automatic,CI,1.6L,1.6L I4,,,
12037,35,1.0,215,29,Equinox AWD,2019,,,28.0,38.0,32.0,Automatic,CI,1.6L,1.6L I4,,,
12059,35,1.0,215,29,Equinox FWD,2019,,,28.0,39.0,32.0,Automatic,CI,1.6L,1.6L I4,,,
12184,3,1.0,215,9,Express 2500,2019,,,,,,Automatic,SI,6.0L,6.0L V8,,,
12197,55,1.0,215,9,Express 2500,2019,,,,,,Automatic,SI,6.0L,6.0L V8,,,
12039,11,5.0,215,27,Impala,2019,14.0,20.0,18.0,28.0,22.0,Automatic,SI,3.6L,3.6L V6,,,
12133,45,9.0,215,27,Malibu Hybrid,2019,,,49.0,43.0,46.0,Automatic,SI,1.8L,1.8L I4,,,
12196,55,1.0,215,25,Silverado 2500 HD 2WD/4WD,2019,,,,,,Automatic,SI,6.0L,6.0L V8,,,
12183,3,1.0,215,25,Silverado 2500 HD 2WD/4WD,2019,,,,,,Automatic,SI,6.0L,6.0L V8,,,
12109,11,5.0,215,25,Silverado C10 2WD,2019,11.0,15.0,15.0,20.0,17.0,Automatic,SI,5.3L,5.3L V8,,,
12110,11,5.0,215,25,Silverado K10 4WD,2019,11.0,14.0,15.0,19.0,16.0,Automatic,SI,5.3L,5.3L V8,,,
12040,11,5.0,215,29,Suburban C1500 2WD,2019,11.0,17.0,15.0,22.0,18.0,Automatic,SI,5.3L,5.3L V8,,,
12041,11,5.0,215,29,Suburban K1500 4WD,2019,11.0,16.0,14.0,21.0,16.0,Automatic,SI,5.3L,5.3L V8,,,
12042,11,5.0,215,29,Tahoe C1500 2WD,2019,11.0,17.0,15.0,22.0,18.0,Automatic,SI,5.3L,5.3L V8,,,
12043,11,5.0,215,29,Tahoe K1500 4WD,2019,11.0,16.0,15.0,21.0,17.0,Automatic,SI,5.3L,5.3L V8,,,
12165,57,9.0,215,27,Volt,2019,,,43.0,42.0,42.0,Automatic,SI,1.5L,"1.5L I4;
48 kW & 87 kW electric motor",53.0,Non-Blended,
12111,11,5.0,223,27,300,2019,14.0,22.0,19.0,30.0,23.0,Automatic,SI,3.6L,3.6L V6,,,
12112,11,5.0,223,27,300 AWD,2019,13.0,20.0,18.0,27.0,21.0,Automatic,SI,3.6L,3.6L V6,,,
12087,57,9.0,223,9,Pacifica Hybrid,2019,,,29.0,30.0,30.0,Automatic,SI,3.6L,"3.6L V6;
89 kW electric motor",32.0,Blended,
12113,11,5.0,225,27,Charger,2019,14.0,22.0,19.0,30.0,23.0,Automatic,SI,3.6L,3.6L V6,,,
12254,11,5.0,225,9,Grand Caravan,2019,12.0,18.0,17.0,25.0,20.0,Automatic,SI,3.6L,3.6L V6,,,
12187,11,5.0,225,29,Journey,2019,12.0,18.0,17.0,25.0,19.0,Automatic,SI,3.6L,3.6L V6,,,
12219,41,1.0,379,27,500e,2019,121.0,103.0,,,,Automatic,e-motor,82 kW electric motor,"82 kW electric motor;
63 Ah battery",84.0,,
12118,11,5.0,219,29,Escape FWD FFV,2019,15.0,22.0,21.0,29.0,24.0,Automatic,SI,2.5L,2.5L I4,,,
11881,11,5.0,219,29,Explorer 2WD FFV,2019,13.0,18.0,17.0,24.0,20.0,Automatic,SI,3.5L,3.5L V6,,,
12079,11,5.0,219,29,Explorer AWD FFV,2019,12.0,16.0,16.0,22.0,18.0,Automatic,SI,3.5L,3.5L V6,,,
12234,57,9.0,219,25,F-150,2019,,,,,,Automatic,,"2.7L, 3.3L","2.7L V6, 3.3L V6;
XL XLP Plug-in Hybrid Electric System",,Blended,
12245,55,1.0,219,25,F-150,2019,,,,,,Automatic,SI,5.0L,5.0L V8,,,
12093,35,1.0,219,25,F-150 2WD,2019,,,22.0,30.0,25.0,Automatic,CI,3.0L,3.0L V6,,,
12226,3,1.0,219,25,F-150 2WD/4WD,2019,,,,,,Automatic,SI,5.0L,5.0L V8,,,
12115,11,5.0,219,25,F-150 2WD FFV,2019,12.0,17.0,17.0,23.0,19.0,Automatic,SI,5.0L,5.0L V8,,,
12114,11,5.0,219,25,F-150 2WD FFV,2019,14.0,19.0,19.0,25.0,22.0,Automatic,SI,3.3L,3.3L V6,,,
12094,35,1.0,219,25,F-150 4WD,2019,,,20.0,25.0,22.0,Automatic,CI,3.0L,3.0L V6,,,
12117,11,5.0,219,25,F-150 4WD FFV,2019,12.0,15.0,16.0,22.0,18.0,Automatic,SI,5.0L,5.0L V8,,,
12116,11,5.0,219,25,F-150 4WD FFV,2019,13.0,17.0,18.0,23.0,20.0,Automatic,SI,3.3L,3.3L V6,,,
12095,35,1.0,219,25,F-150 4WD XL/XLT,2019,,,21.0,28.0,24.0,Automatic,CI,3.0L,3.0L V6,,,
12088,57,9.0,219,27,Fusion Energi Plug in Hybrid FWD,2019,,,43.0,40.0,42.0,Automatic,SI,2.0L,"2.0L I4;
68 kW electric motor",26.0,Blended,
12135,45,9.0,219,27,Fusion Hybrid FWD,2019,,,43.0,41.0,42.0,Automatic,SI,2.0L I4,2.0L I4,,,
12134,45,9.0,219,27,Fusion Hybrid TAXI,2019,,,43.0,40.0,41.0,Automatic,SI,2.0L I4,2.0L I4,,,
12213,57,9.0,219,27,Fusion Special Service Vehicle PHEV,2019,,,43.0,40.0,42.0,Automatic,SI,2.0L,"2.0L I4;
68 kW electric motor",26.0,Blended,
12227,11,5.0,219,25,Super Duty F-250,2019,,,,,,Automatic,SI,6.2L,6.2L V8,,,
12214,35,1.0,219,25,Super Duty F-250 2WD/4WD,2019,,,,,,Automatic,CI,6.7L,6.7L V8,,,
12244,55,1.0,219,25,Super Duty F-250 2WD/4WD,2019,,,,,,Automatic,SI,6.2L,6.2L V8,,,
12225,3,1.0,219,25,Super Duty F-250 2WD/4WD,2019,,,,,,Automatic,SI,6.2L,6.2L V8,,,
12235,57,9.0,219,25,Super Duty F-250 2WD/4WD,2019,,,,,,Automatic,SI,6.2L,"6.2L V8;
XL XLP Plug-in Hybrid Electric System",,Blended,
12228,45,9.0,219,25,Super Duty F-250 2WD/4WD,2019,,,,,,Automatic,SI,6.2L V8,"6.2L V8; 
XL XLH hybrid drive system",,,
12078,11,5.0,219,27,Taurus AWD FFV,2019,13.0,18.0,17.0,24.0,19.0,Automatic,SI,3.5L,3.5L V6,,,
12077,11,5.0,219,27,Taurus FWD FFV,2019,13.0,19.0,18.0,26.0,21.0,Automatic,SI,3.5L,3.5L V6,,,
12062,11,5.0,219,9,Transit Connect Van FFV,2019,18.0,20.0,24.0,27.0,25.0,Automatic,SI,2.0L,2.0L I4,,,
12224,3,1.0,219,9,Transit Connect Van/Wagon,2019,,,,,,Automatic,SI,2.5L,2.5L I4,,,
12216,35,1.0,219,9,Transit Connect Van/Wagon,2019,,,,,,Automatic,CI,1.5L,1.5L I4,,,
12063,11,5.0,219,9,Transit Connect Wagon FFV,2019,17.0,21.0,19.0,27.0,22.0,Automatic,SI,2.0L,2.0L I4,,,
12076,11,5.0,219,9,Transit T150 Wagon FFV,2019,10.0,13.0,14.0,18.0,15.0,Automatic,SI,3.7L,3.7L V6,,,
12246,41,1.0,219,9,Transit Van/Wagon,2019,,,,,,Automatic,e-motor,160 kW electric motor,"160 kW electric motor;
43 kWh battery",60.0,,
12243,55,1.0,219,9,Transit Van/Wagon,2019,,,,,,Automatic,SI,3.7L,3.7L V6,,,
12220,41,1.0,219,9,Transit Van/Wagon,2019,,,,,,Automatic,e-motor,160 kW electric motor,"160 kW electric motor;
86 kWh battery",120.0,,
12215,35,1.0,219,9,Transit Van/Wagon,2019,,,,,,Automatic,CI,3.2L,3.2L I5,,,
