Vehicle ID,Fuel ID,Fuel Configuration ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Engine Type,Engine Size,Engine Description,Electric-Only Range,PHEV Type,Drivetrain
13044,45,9.0,365,27,NSX,2022,,,21.0,22.0,21.0,Automatic,SI,3.5L,3.5L V6,,,AWD
12854,45,9.0,377,27,A3 ,2022,,,29.0,38.0,32.0,Automatic,SI,2.0L,2.0L I4,,,FWD
12842,45,9.0,377,27,A3 quattro,2022,,,28.0,36.0,31.0,Automatic,SI,2.0L,2.0L I4,,,AWD
12783,45,9.0,377,27,A4 allroad quattro,2022,,,24.0,30.0,26.0,Automatic,SI,2.0L,2.0L I4,,,AWD
12782,45,9.0,377,27,A4 quattro,2022,,,26.0,34.0,29.0,Automatic,SI,2.0L,2.0L I4,,,AWD
12784,45,9.0,377,27,A4 S line quattro,2022,,,24.0,31.0,27.0,Automatic,SI,2.0L,2.0L I4,,,AWD
12786,45,9.0,377,27,A5 Cabriolet quattro,2022,,,23.0,31.0,26.0,Automatic,SI,2.0L,2.0L I4,,,AWD
12785,45,9.0,377,27,A5 Coupe quattro,2022,,,24.0,31.0,27.0,Automatic,SI,2.0L,2.0L I4,,,AWD
12787,45,9.0,377,27,A5 Sportback quattro,2022,,,26.0,34.0,29.0,Automatic,SI,2.0L,2.0L I4,,,AWD
12788,45,9.0,377,27,A5 Sportback S line quattro,2022,,,24.0,31.0,27.0,Automatic,SI,2.0L,2.0L I4,,,AWD
12791,45,9.0,377,27,A6 Allroad quattro,2022,,,21.0,28.0,23.0,Automatic,SI,3.0L,3.0L V6,,,AWD
12790,45,9.0,377,27,A6 quattro,2022,,,21.0,30.0,24.0,Automatic,SI,3.0L,3.0L V6,,,AWD
12789,45,9.0,377,27,A6 quattro,2022,,,23.0,33.0,26.0,Automatic,SI,2.0L,2.0L I4,,,AWD
12794,45,9.0,377,27,A7 quattro,2022,,,21.0,30.0,24.0,Automatic,SI,3.0L,3.0L V6,,,AWD
12928,45,9.0,377,27,A8L quattro,2022,,,19.0,28.0,22.0,Automatic,SI,3.0L,3.0L V6,,,AWD
13023,45,9.0,377,29,Q5 quattro,2022,,,23.0,28.0,25.0,Automatic,SI,2.0L,2.0L I4,,,AWD
12795,45,9.0,377,29,Q5 S line quattro,2022,,,23.0,28.0,25.0,Automatic,SI,2.0L,2.0L I4,,,AWD
12796,45,9.0,377,29,Q5 Sportback S line quattro,2022,,,23.0,28.0,25.0,Automatic,SI,2.0L,2.0L I4,,,AWD
12797,45,9.0,377,29,Q7 quattro,2022,,,18.0,23.0,20.0,Automatic,SI,3.0L,3.0L V6,,,AWD
12798,45,9.0,377,29,Q8 quattro,2022,,,18.0,23.0,20.0,Automatic,SI,3.0L,3.0L V6,,,AWD
12799,45,9.0,377,27,RS 6 Avant,2022,,,15.0,22.0,17.0,Automatic,SI,4.0L,4.0L V8,,,AWD
12800,45,9.0,377,27,RS7,2022,,,15.0,22.0,17.0,Automatic,SI,4.0L,4.0L V8,,,AWD
12801,45,9.0,377,27,RS Q8,2022,,,13.0,19.0,15.0,Automatic,SI,4.0L,4.0L V8,,,AWD
12792,45,9.0,377,27,S6,2022,,,18.0,28.0,22.0,Automatic,SI,2.9L,2.9L V6,,,AWD
12793,45,9.0,377,27,S7,2022,,,18.0,28.0,22.0,Automatic,SI,2.9L,2.9L V6,,,AWD
12977,45,9.0,377,27,S8,2022,,,14.0,23.0,17.0,Automatic,SI,4.0L,4.0L V8,,,AWD
13090,57,9.0,355,27,Flying Spur Hybrid,2022,,,17.0,22.0,19.0,Automatic,SI,2.9L,"2.9L V6;
103 kW electric motor",21.0,Blended,
13067,57,9.0,211,27,330e Sedan,2022,,,25.0,33.0,28.0,Automatic,SI,2.0L,"2.0L I4;
80 kW electric motor",23.0,Blended,RWD
13068,57,9.0,211,27,330e xDrive,2022,,,22.0,30.0,25.0,Automatic,SI,2.0L,"2.0L I4;
80 kW electric motor",20.0,Blended,AWD
13069,57,9.0,211,27,530e Sedan,2022,,,24.0,29.0,26.0,Automatic,SI,2.0L,"2.0L I4;
80 kW electric motor",21.0,Blended,RWD
13070,57,9.0,211,27,530e xDrive Sedan,2022,,,22.0,28.0,25.0,Automatic,SI,2.0L,"2.0L I4;
80 kW electric motor",19.0,Blended,AWD
12859,45,9.0,211,27,540i Sedan,2022,,,25.0,32.0,27.0,Automatic,SI,3.0L,3.0L V6,,,RWD
12805,45,9.0,211,27,540i xDrive Sedan,2022,,,22.0,29.0,25.0,Automatic,SI,3.0L,3.0L V6,,,AWD
13071,57,9.0,211,27,745e xDrive,2022,,,19.0,26.0,22.0,Automatic,SI,3.0L,"3.0L V6;
83 kW electric motor",17.0,Blended,AWD
13047,41,1.0,211,27,"i4 eDrive40 Gran Coupe (18"" Wheels) ",2022,109.0,108.0,,,,Automatic,e-motor,250 kW electric motor,"250 kW electric motor;
211 Ah battery",301.0,,RWD
13046,41,1.0,211,27,"i4 eDrive40 Gran Coupe (19"" Wheels) ",2022,100.0,98.0,,,,Automatic,e-motor,250 kW electric motor,"250 kW electric motor;
211 Ah battery",282.0,,RWD
13048,41,1.0,211,27,"i4 M50 Gran Coupe (19"" Wheels) ",2022,94.0,98.0,,,,Automatic,e-motor,190 and 230 kW electric motors,"190 and 230 kW electric motors;
211 Ah battery",270.0,,AWD
13049,41,1.0,211,27,"i4 M50 Gran Coupe (20"" Wheels) ",2022,79.0,80.0,,,,Automatic,e-motor,190 and 230 kW electric motors,"190 and 230 kW electric motors;
211 Ah battery",227.0,,AWD
13050,41,1.0,211,29,"iX xDrive50 (20"" Wheels) ",2022,86.0,87.0,,,,Automatic,e-motor,190 and 230 kW electric motors,"190 and 230 kW electric motors;
303 Ah battery",324.0,,AWD
13051,41,1.0,211,29,"iX xDrive50 (21"" Wheels) ",2022,82.0,84.0,,,,Automatic,e-motor,190 and 230 kW electric motors,"190 and 230 kW electric motors;
303 Ah battery",305.0,,AWD
13052,41,1.0,211,29,"iX xDrive50 (22"" Wheels) ",2022,86.0,85.0,,,,Automatic,e-motor,190 and 230 kW electric motors,"190 and 230 kW electric motors;
303 Ah battery",315.0,,AWD
12855,45,9.0,211,27,M340i Sedan,2022,,,23.0,32.0,26.0,Automatic,SI,3.0L,3.0L V6,,,RWD
12856,45,9.0,211,27,M340i xDrive Sedan,2022,,,23.0,32.0,26.0,Automatic,SI,3.0L,3.0L V6,,,AWD
12804,45,9.0,211,27,M440i Convertible,2022,,,23.0,31.0,26.0,Automatic,SI,3.0L,3.0L V6,,,AWD
12802,45,9.0,211,27,M440i Coupe,2022,,,25.0,34.0,28.0,Automatic,SI,3.0L,3.0L V6,,,RWD
12857,45,9.0,211,27,M440i xDrive Convertible,2022,,,23.0,31.0,26.0,Automatic,SI,3.0L,3.0L V6,,,AWD
12858,45,9.0,211,27,M440i xDrive Coupe,2022,,,23.0,32.0,26.0,Automatic,SI,3.0L,3.0L V6,,,AWD
12803,45,9.0,211,27,M440i xDrive Gran Coupe,2022,,,22.0,29.0,25.0,Automatic,SI,3.0L,3.0L V6,,,RWD
12860,45,9.0,211,29,X3 M40i,2022,,,21.0,26.0,23.0,Automatic,SI,3.0L,3.0L V6,,,AWD
12861,45,9.0,211,29,X4 M40i,2022,,,21.0,26.0,23.0,Automatic,SI,3.0L,3.0L V6,,,AWD
12862,45,9.0,211,29,X5 sDrive40i,2022,,,21.0,26.0,23.0,Automatic,SI,3.0L,3.0L V6,,,RWD
12863,45,9.0,211,29,X5 xDrive40i,2022,,,21.0,25.0,23.0,Automatic,SI,3.0L,3.0L V6,,,AWD
13072,57,9.0,211,29,X5 xDrive45e,2022,,,19.0,22.0,20.0,Automatic,SI,3.0L,"3.0L I6;
83 kW electric motor",31.0,Blended,AWD
12864,45,9.0,211,29,X6 xDrive40i,2022,,,21.0,25.0,23.0,Automatic,SI,3.0L,3.0L V6,,,AWD
12865,45,9.0,211,29,X7 xDrive40i,2022,,,19.0,24.0,21.0,Automatic,SI,3.0L,3.0L V6,,,AWD
12907,35,1.0,231,29,Escalade 2WD,2022,,,21.0,27.0,23.0,Automatic,CI,3.0L,3.0L V6,,,RWD
12908,35,1.0,231,29,Escalade 4WD,2022,,,20.0,26.0,22.0,Automatic,CI,3.0L,3.0L V6,,,4WD
12778,41,1.0,215,27,Bolt EUV,2022,125.0,104.0,,,,,e-motor,150 kW electric motor,"150 kW electric motor;
189 Ah battery",247.0,,FWD
12777,41,1.0,215,27,Bolt EV,2022,131.0,109.0,,,,,e-motor,150 kW electric motor,"150 kW electric motor;
189 Ah battery",259.0,,FWD
12849,35,1.0,215,25,Colorado 2WD,2022,,,20.0,30.0,23.0,Automatic,CI,2.8L,2.8L I4,,,RWD
12850,35,1.0,215,25,Colorado 4WD,2022,,,19.0,28.0,22.0,Automatic,CI,2.8L,2.8L I4,,,4WD
12851,35,1.0,215,25,Colorado ZR2 4WD,2022,,,18.0,22.0,19.0,Automatic,CI,2.8L,2.8L I4,,,4WD
12923,11,5.0,215,25,Silverado 2WD,2022,11.0,15.0,15.0,19.0,16.0,Automatic,SI,5.3L,5.3L V8,,,RWD
12909,35,1.0,215,25,Silverado 2WD,2022,,,23.0,31.0,26.0,Automatic,CI,3.0L,3.0L V6,,,RWD
13074,35,1.0,215,25,Silverado 4WD,2022,,,22.0,26.0,23.0,Automatic,CI,3.0L,3.0L V6,,,4WD
12910,35,1.0,215,25,Silverado 4WD,2022,,,22.0,26.0,24.0,Automatic,CI,3.0L,3.0L V6,,,4WD
12924,11,5.0,215,25,Silverado 4WD,2022,11.0,13.0,14.0,16.0,15.0,Automatic,SI,5.3L,5.3L V8,,,4WD
12997,11,5.0,215,25,Silverado 4WD - Mud Terrain Tires,2022,10.0,12.0,14.0,16.0,15.0,Automatic,SI,5.3L,5.3L V8,,,4WD
12918,35,1.0,215,25,Silverado 4WD - Mud Terrain Tires,2022,,,20.0,23.0,21.0,Automatic,CI,3.0L,3.0L I6,,,4WD
12911,35,1.0,215,29,Suburban 2WD,2022,,,21.0,27.0,23.0,Automatic,CI,3.0L,3.0L V6,,,RWD
12912,35,1.0,215,29,Suburban 4WD,2022,,,20.0,26.0,22.0,Automatic,CI,3.0L,3.0L V6,,,4WD
12913,35,1.0,215,29,Tahoe 2WD,2022,,,21.0,28.0,24.0,Automatic,CI,3.0L,3.0L V6,,,RWD
12914,35,1.0,215,29,Tahoe 4WD,2022,,,20.0,26.0,22.0,Automatic,CI,3.0L,3.0L V6,,,4WD
13035,57,9.0,223,9,Pacifica Hybrid,2022,,,29.0,30.0,30.0,Automatic,SI,3.6L,"3.6L V6;
89 kW electric motor",32.0,Blended,FWD
13089,57,9.0,409,27,SF90 Spyder,2022,,,16.0,19.0,17.0,Automatic,SI,3.9L,"3.9L V8;
99kW, 99kW, and 150kW electric motors",8.0,Blended,AWD
13036,57,9.0,409,27,SF90 Stradale ,2022,,,16.0,20.0,18.0,Automatic,SI,3.9L,"3.9L V8;
99kW, 99kW, and 150kW electric motors",9.0,Blended,AWD
12982,45,9.0,219,27,Escape AWD HEV,2022,,,43.0,37.0,40.0,Automatic,SI,2.5L I4,2.5L I4,,,AWD
12981,45,9.0,219,27,Escape FWD HEV,2022,,,44.0,37.0,41.0,Automatic,SI,2.5L I4,2.5L I4,,,FWD
13037,57,9.0,219,29,Escape FWD PHEV,2022,,,43.0,38.0,41.0,Automatic,SI,2.5L,"2.5L I4;
96 kW electric motor",37.0,Blended,FWD
12976,11,5.0,219,29,Explorer AWD FFV,2022,11.0,15.0,16.0,24.0,19.0,Automatic,SI,3.3L,3.3L V6,,,AWD
12980,45,9.0,219,29,Explorer HEV AWD,2022,,,23.0,26.0,25.0,Automatic,SI,3.3L V6,3.3L V6,,,AWD
12978,45,9.0,219,29,Explorer HEV RWD,2022,,,27.0,28.0,27.0,Automatic,SI,3.3L V6,3.3L V6,,,RWD
13024,45,9.0,219,29,Explorer Platinum HEV ,2022,,,23.0,24.0,23.0,Automatic,SI,3.3L V6,3.3L V6,,,Part-Time 4WD
12979,45,9.0,219,29,Explorer Platinum HEV ,2022,,,25.0,25.0,26.0,Automatic,SI,3.3L V6,3.3L V6,,,RWD
12975,11,5.0,219,25,F-150 2WD FFV,2022,14.0,18.0,19.0,24.0,21.0,Automatic,SI,3.3L,3.3L V6,,,RWD
12999,11,5.0,219,25,F-150 2WD FFV - Without Start/Stop,2022,12.0,18.0,17.0,24.0,19.0,Automatic,SI,5.0L,5.0L V8,,,RWD
12974,11,5.0,219,25,F-150 2WD FFV - With Start/Stop,2022,11.0,18.0,17.0,24.0,20.0,Automatic,SI,5.0L,5.0L V8,,,RWD
12973,11,5.0,219,25,F-150 4WD FFV,2022,14.0,18.0,19.0,22.0,20.0,Automatic,SI,3.3L,3.3L V6,,,4WD
12972,11,5.0,219,25,F-150 4WD FFV - Without Start/Stop,2022,12.0,17.0,16.0,22.0,18.0,Automatic,SI,5.0L,5.0L V8,,,4WD
13000,11,5.0,219,25,F-150 4WD FFV - With Start/Stop,2022,11.0,17.0,16.0,22.0,19.0,Automatic,SI,5.0L,5.0L V8,,,4WD
13093,41,1.0,219,25,F150 Lightning 4WD,2022,76.0,61.0,,,,Automatic,e-motor,358 kW electric motors (x2),"358 kW electric motors (X2);
328 Ah battery",230.0,,AWD
13094,41,1.0,219,25,F150 Lightning 4WD Extended Range,2022,78.0,63.0,,,,Automatic,e-motor,210 kW electric motors (x2),"210 kW electric motors (X2);
410 Ah battery",320.0,,AWD
13095,41,1.0,219,25,F150 Lightning Platinum 4WD,2022,73.0,60.0,,,,Automatic,e-motor,210 kW electric motors (x2),"210 kW electric motors (X2);
410 Ah battery",300.0,,AWD
13025,45,9.0,219,25,F150 Pickup 2WD HEV,2022,,,25.0,25.0,25.0,Automatic,SI,3.5L V6,3.5L V6,,,RWD
13026,45,9.0,219,25,F150 Pickup 4WD HEV,2022,,,23.0,23.0,23.0,Automatic,SI,3.5L V6,3.5L V6,,,4WD
13066,45,9.0,219,25,Maverick Pickup HEV,2022,,,42.0,33.0,37.0,Automatic,SI,2.5L V6,2.5L I4,,,FWD
13059,41,1.0,219,29,Mustang Mach-E AWD,2022,98.0,86.0,,,,Automatic,e-motor,198 kW electric motors (x2),"198 kW electric motors (x2);
216 Ah battery",224.0,,AWD
13056,41,1.0,219,29,Mustang Mach-E AWD California Route 1,2022,105.0,91.0,,,,Automatic,e-motor,258 kW electric motors (x2),"258 kW electric motors (x2);
288 Ah battery",312.0,,AWD
13060,41,1.0,219,29,Mustang Mach-E AWD Extended,2022,97.0,84.0,,,,Automatic,e-motor,258 kW electric motors (x2),"258 kW electric motors (x2);
288 Ah battery",277.0,,AWD
13057,41,1.0,219,29,Mustang Mach-E GT AWD,2022,90.0,77.0,,,,Automatic,e-motor,179  kW electric motors (X2),"179  kW electric motors (X2);
288 Ah battery",270.0,,AWD
13058,41,1.0,219,29,Mustang Mach-E GT Performance,2022,88.0,75.0,,,,Automatic,e-motor,179  kW electric motor,"179  kW electric motor;
288 Ah battery",260.0,,AWD
13053,41,1.0,219,29,Mustang Mach-E RWD,2022,110.0,96.0,,,,Automatic,e-motor,198 kW electric motor,"198 kW electric motor;
216 kWh battery",247.0,,RWD
13055,41,1.0,219,29,Mustang Mach-E RWD California Route 1,2022,108.0,94.0,,,,Automatic,e-motor,216 kW electric motor,"216 kW electric motor;
288 Ah battery",314.0,,RWD
13054,41,1.0,219,29,Mustang Mach-E RWD Extended,2022,104.0,90.0,,,,Automatic,e-motor,216 kW electric motor,"216 kW electric motor;
288 Ah battery",303.0,,RWD
12780,11,5.0,219,9,Transit Connect Van FFV,2022,18.0,20.0,24.0,27.0,25.0,Automatic,SI,2.0L,2.0L I4,,,FWD
12781,11,5.0,219,3,Transit Connect Wagon LWB FFV,2022,16.0,21.0,24.0,28.0,26.0,Automatic,SI,2.0L,2.0L I4,,,FWD
13043,11,5.0,219,9,Transit T150 Passenger Van 2WD FFV,2022,11.0,15.0,15.0,19.0,17.0,Automatic,SI,3.5L,3.5L V6,,,RWD
13042,11,5.0,219,9,Transit T150 Passenger Van 4WD FFV,2022,11.0,14.0,14.0,18.0,16.0,Automatic,SI,3.5L,3.5L V6,,,4WD
12852,35,1.0,213,25,Canyon 2WD,2022,,,20.0,30.0,23.0,Automatic,CI,2.8L,2.8L I4,,,RWD
12853,35,1.0,213,25,Canyon 4WD,2022,,,19.0,28.0,22.0,Automatic,CI,2.8L,2.8L I4,,,4WD
12915,35,1.0,213,25,Sierra 2WD,2022,,,23.0,30.0,26.0,Automatic,CI,3.0L,3.0L V6,,,RWD
12926,11,5.0,213,25,Sierra 2WD,2022,11.0,15.0,15.0,19.0,16.0,Automatic,SI,5.3L,5.3L V8,,,RWD
12916,35,1.0,213,25,Sierra 4WD,2022,,,22.0,26.0,24.0,Automatic,CI,3.0L,3.0L V6,,,4WD
12927,11,5.0,213,25,Sierra 4WD,2022,11.0,13.0,14.0,18.0,16.0,Automatic,SI,5.3L,5.3L V8,,,4WD
12917,35,1.0,213,25,Sierra 4WD - Mud Terrain Tires,2022,,,20.0,23.0,21.0,Automatic,CI,3.0L,3.0L I6,,,4WD
12998,11,5.0,213,25,Sierra 4WD - Mud Terrain Tires,2022,11.0,13.0,14.0,16.0,15.0,Automatic,SI,5.3L,5.3L V8,,,4WD
12922,35,1.0,213,29,Yukon 2WD,2022,,,21.0,27.0,23.0,Automatic,CI,3.0L,3.0L V6,,,RWD
12921,35,1.0,213,29,Yukon 4WD,2022,,,20.0,26.0,22.0,Automatic,CI,3.0L,3.0L V6,,,4WD
12920,35,1.0,213,29,Yukon XL 2WD,2022,,,21.0,27.0,23.0,Automatic,CI,3.0L,3.0L V6,,,RWD
12919,35,1.0,213,29,Yukon XL 4WD,2022,,,20.0,26.0,22.0,Automatic,CI,3.0L,3.0L V6,,,4WD
12930,45,9.0,209,27,Accord,2022,,,48.0,47.0,47.0,Automatic,SI,2.0L,2.0L I4,,,FWD
12929,45,9.0,209,27,Accord Sport/Touring,2022,,,44.0,41.0,43.0,Automatic,SI,2.0L,2.0L I4,,,FWD
12886,45,9.0,209,29,CR-V AWD,2022,,,40.0,35.0,38.0,Automatic,SI,2.0L,2.0L I4,,,AWD
12806,45,9.0,209,27,Insight,2022,,,55.0,49.0,52.0,Automatic,SI,1.5L,1.5L I4,,,FWD
12807,45,9.0,209,27,Insight Touring,2022,,,51.0,45.0,48.0,Automatic,SI,1.5L,1.5L I4,,,FWD
12808,45,9.0,351,27,Elantra Hybrid,2022,,,49.0,52.0,50.0,Automatic,SI,1.6L,1.6L I4,,,FWD
12809,45,9.0,351,27,Elantra Hybrid Blue,2022,,,53.0,56.0,54.0,Automatic,SI,1.6L,1.6L I4,,,FWD
12810,45,9.0,351,27,Ioniq,2022,,,54.0,57.0,55.0,Automatic,SI,1.6L,1.6L I4,,,FWD
13005,41,1.0,351,29,Ioniq 5 AWD (Long Range),2022,110.0,87.0,,,,Automatic,e-motor,74 kW and 165 kW electric motors,"74 kW and 165 kW electric motors;
111 Ah battery",256.0,,AWD
13003,41,1.0,351,29,Ioniq 5 RWD,2022,127.0,94.0,,,,Automatic,e-motor,125 kW electric motor,"125 kW electric motor;
111 Ah battery",220.0,,RWD
13004,41,1.0,351,29,Ioniq 5 RWD (Long Range),2022,132.0,98.0,,,,Automatic,e-motor,168 kW electric motor,"168 kW electric motor;
111 Ah battery",303.0,,RWD
12811,45,9.0,351,27,Ioniq Blue,2022,,,58.0,60.0,59.0,Automatic,SI,1.6L,1.6L I4,,,FWD
12833,57,9.0,351,27,Ioniq Plug-in Hybrid,2022,,,52.0,51.0,52.0,Automatic,SI,1.6L,"1.6L I4;
45 kW electric motor",29.0,Blended,FWD
12879,41,1.0,351,29,Kona Electric,2022,132.0,108.0,,,,Automatic,e-motor,150 kW electric motor,"150 kW electric motor;
180 Ah battery",258.0,,FWD
13061,9,1.0,351,29,Nexo,2022,59.0,54.0,,,,Automatic,FC,120 kW electric motor,"120 kW electric motor;
240 V Lithium Ion battery",,,FWD
13062,9,1.0,351,29,Nexo Blue,2022,65.0,58.0,,,,Automatic,FC,120 kW electric motor,"120 kW electric motor;
240 V Lithium Ion battery",,,FWD
12812,45,9.0,351,27,Santa Fe Hybrid,2022,,,33.0,30.0,32.0,Automatic,SI,1.6L,1.6L I4,,,4WD
12813,45,9.0,351,27,Santa Fe Hybrid Blue,2022,,,36.0,31.0,34.0,Automatic,SI,1.6L,1.6L I4,,,4WD
12834,57,9.0,351,27,Santa Fe Plug-in Hybrid,2022,,,33.0,32.0,33.0,Automatic,SI,1.6L,"1.6L I4;
45 kW electric motor",31.0,Blended,AWD
12814,45,9.0,351,27,Sonata Hybrid,2022,,,45.0,51.0,47.0,Automatic,SI,2.0L,2.0L I4,,,FWD
12815,45,9.0,351,27,Sonata Hybrid Blue,2022,,,50.0,54.0,52.0,Automatic,SI,2.0L,2.0L I4,,,FWD
12816,45,9.0,351,27,Tucson Hybrid,2022,,,37.0,36.0,37.0,Automatic,SI,1.6L,1.6L I4,,,4WD
12817,45,9.0,351,27,Tucson Hybrid Blue,2022,,,38.0,38.0,38.0,Automatic,SI,1.6L,1.6L I4,,,4WD
12888,57,9.0,351,29,Tucson Plug-in Hybrid,2022,,,35.0,35.0,35.0,Automatic,SI,1.6L,"1.6L I4;
67 kW electric motor",33.0,Blended,AWD
12843,45,1.0,385,29,E-PACE MHEV,2022,,,21.0,26.0,23.0,Automatic,SI,2.0L,2.0L I4,,,AWD
13027,45,1.0,385,29,F-PACE P340 MHEV,2022,,,20.0,27.0,22.0,Automatic,SI,3.0L,3.0L V6,,,4WD
13045,45,1.0,385,29,F-PACE P400 MHEV,2022,,,19.0,26.0,22.0,Automatic,SI,3.0L,3.0L V6,,,4WD
13073,57,9.0,275,29,Grand Cherokee 4xe,2022,,,23.0,24.0,23.0,Automatic,SI,2.0L,"2.0L I4;
50 kW electric motor",26.0,Blended,4WD
12866,45,9.0,275,29,Wagoneer 4x2,2022,,,16.0,22.0,18.0,Automatic,SI,5.7L,5.7L V8,,,RWD
12867,45,9.0,275,29,Wagoneer 4x4,2022,,,15.0,20.0,17.0,Automatic,SI,5.7L,5.7L V8,,,4WD
13028,45,9.0,275,29,Wrangler 2dr 4x4,2022,,,20.0,24.0,21.0,Automatic,SI,3.6L,3.6L V6,,,4WD
13029,45,9.0,275,29,Wrangler 4dr 4x4,2022,,,19.0,24.0,21.0,Automatic,SI,3.6L,3.6L V6,,,4WD
13038,57,9.0,275,29,Wrangler 4dr 4xe,2022,,,20.0,20.0,20.0,Automatic,SI,2.0L,"2.0L I4;
100 kW electric motor",22.0,Blended,4WD
13008,41,1.0,361,27,EV6 AWD (Long Range) ,2022,116.0,94.0,,,,Automatic,e-motor,74 kW and 165 kW electric motors,"74 kW and 165 kW electric motors;
111 Ah battery",274.0,,AWD
13006,41,1.0,361,27,EV6 RWD,2022,136.0,100.0,,,,Automatic,e-motor,125 kW electric motor,"125 kW electric motor;
111 Ah battery",232.0,,RWD
13007,41,1.0,361,27,EV6 RWD (Long Range) ,2022,134.0,101.0,,,,Automatic,e-motor,168 kW electric motor,"168 kW electric motor;
111 Ah battery",310.0,,RWD
12818,45,9.0,361,27,Niro,2022,,,51.0,46.0,49.0,Automatic,SI,1.6L,1.6L I4,,,FWD
12880,41,1.0,361,27,Niro Electric,2022,123.0,102.0,,,,Automatic,e-motor,150 kW electric motor,"150 kW electric motor;
180 Ah battery",239.0,,FWD
12819,45,9.0,361,27,Niro FE,2022,,,53.0,48.0,50.0,Automatic,SI,1.6L,1.6L I4,,,FWD
12835,57,9.0,361,27,Niro Plug-in Hybrid,2022,,,48.0,44.0,46.0,Automatic,SI,1.6L,"1.6L I4;
45 kW electric motor",26.0,Blended,FWD
12820,45,9.0,361,27,Niro Touring,2022,,,46.0,40.0,43.0,Automatic,SI,1.6L,1.6L I4,,,FWD
12900,45,9.0,361,29,Sorento Hybrid AWD,2022,,,36.0,33.0,35.0,Automatic,SI,1.6L,1.6L I4,,,AWD
12821,45,9.0,361,29,Sorento Hybrid FWD,2022,,,39.0,35.0,37.0,Automatic,SI,1.6L,1.6L I4,,,FWD
12889,57,9.0,361,29,Sorento Plug-in Hybrid,2022,,,35.0,33.0,34.0,Automatic,SI,1.6L,"1.6L I4;
67 kW electric motor",32.0,Blended,AWD
12823,45,9.0,387,29,Defender 110 MHEV,2022,,,17.0,22.0,19.0,Automatic,SI,3.0L,3.0L V6,,,4WD
12822,45,9.0,387,29,Defender 90 MHEV,2022,,,17.0,22.0,19.0,Automatic,SI,3.0L,3.0L V6,,,4WD
12824,45,1.0,387,29,Discovery MHEV,2022,,,18.0,24.0,21.0,Automatic,SI,3.0L,3.0L V6,,,AWD
13082,45,1.0,387,29,New Range Rover P360 LWB MHEV,2022,,,18.0,26.0,21.0,Automatic,SI,3.0L,3.0L V6,,,4WD
13081,45,1.0,387,29,New Range Rover P360 MHEV,2022,,,18.0,26.0,21.0,Automatic,SI,3.0L,3.0L V6,,,4WD
13084,45,1.0,387,29,New Range Rover P400 LWB MHEV,2022,,,18.0,26.0,21.0,Automatic,SI,3.0L,3.0L V6,,,4WD
13083,45,1.0,387,29,New Range Rover P400 MHEV,2022,,,18.0,26.0,21.0,Automatic,SI,3.0L,3.0L V6,,,4WD
12901,45,1.0,387,29,Range Rover Evoque MHEV,2022,,,21.0,26.0,23.0,Automatic,SI,2.0L,2.0L I4,,,4WD
12868,45,1.0,387,29,Range Rover P360 MHEV,2022,,,18.0,23.0,20.0,Automatic,SI,3.0L,3.0L V6,,,4WD
12869,45,1.0,387,29,Range Rover P400 MHEV,2022,,,18.0,23.0,20.0,Automatic,SI,3.0L,3.0L V6,,,4WD
12825,45,1.0,387,29,Range Rover Sport P360 MHEV,2022,,,19.0,24.0,21.0,Automatic,SI,3.0L,3.0L V6,,,4WD
12826,45,1.0,387,29,Range Rover Sport P400 MHEV,2022,,,19.0,24.0,21.0,Automatic,SI,3.0L,3.0L V6,,,4WD
12836,57,9.0,387,29,Range Rover Sport PHEV,2022,,,18.0,21.0,19.0,Automatic,CI,2.0L,"2.0L I4;
105 kW electric motor",19.0,Blended,4WD
13030,45,1.0,387,29,Range Rover Velar P340 MHEV,2022,,,20.0,26.0,22.0,Automatic,SI,3.0L,3.0L V6,,,4WD
13031,45,1.0,387,29,Range Rover Velar P400 MHEV,2022,,,19.0,25.0,21.0,Automatic,SI,3.0L,3.0L V6,,,4WD
12902,45,9.0,243,27,ES 300h,2022,,,43.0,44.0,44.0,Automatic,SI,2.5L,2.5L I4,,,FWD
12946,45,9.0,243,27,LC 500h,2022,,,26.0,34.0,29.0,Automatic,SI,3.5L,3.5L V6,,,RWD
12983,45,9.0,243,27,LS 500h AWD,2022,,,22.0,29.0,25.0,Automatic,SI,3.5L,3.5L V6,,,AWD
12931,45,9.0,243,29,NX 350h AWD,2022,,,41.0,37.0,39.0,Automatic,SI,2.5L,2.5L I4,,,AWD
13039,57,1.0,243,29,NX 450+ AWD,2022,,,38.0,33.0,36.0,Automatic,SI,2.5L,"2.5L I4;
40kW and 134kW electric motors;",37.0,Blended,AWD
12887,45,9.0,243,29,RX 450h AWD,2022,,,31.0,28.0,30.0,Automatic,SI,3.5L,3.5L V6,,,AWD
12844,45,9.0,243,29,RX 450h L AWD,2022,,,29.0,28.0,29.0,Automatic,SI,3.5L,3.5L V6,,,AWD
12905,45,1.0,243,27,UX 250h,2022,,,43.0,41.0,42.0,Automatic,SI,2.0L,2.0L I4,,,FWD
12906,45,1.0,243,27,UX 250h AWD,2022,,,41.0,38.0,39.0,Automatic,SI,2.0L,2.0L I4,,,AWD
